"","block","lot","cd","schooldist","council","zipcode","firecomp","policeprct","healtharea","sanitboro","sanitsub","zonedist1","spdist1","ltdheight","landuse","ownertype","lotarea","bldgarea","resarea","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","assessland","assesstot","yearbuilt","borocode","xcoord","ycoord","edesignum","sanitdistrict","healthcenterdistrict","pfirm15_flag","last_modif"
"760707",4581,43,"03",31,51,NA,"L082",122,920,5,"2E","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",1192,1192,1920,5,942908,143996,"0","3","51","0",0
"760708",4581,45,"03",31,51,NA,"L082",122,920,5,"2E","PARK","0","0","9","C",10000,0,1500,0,0,0,0,100,100,0,0,"0","0","N","5",2984,2984,1920,5,942853,143952,"0","3","51","0",0
"760711",4640,165,"03",31,51,NA,"L085",122,920,5,"2E","R3-2","1","0","11","",14200,0,1500,0,0,0,0,30,250,0,0,"0","0","Y","5",1638,1638,1920,5,943935,141100,"0","3","51","0",0
"760712",4693,11,"03",31,50,NA,"E165",122,920,5,"1D","R3X","0","0","11","",8600,0,1500,0,0,0,0,86,100,0,0,"0","0","N","5",6006,6006,1920,5,950927,141621,"0","3","51","1",0
"760713",4693,18,"03",31,50,NA,"E165",122,920,5,"1D","R3X","0","0","11","X",8000,0,1500,0,0,0,0,80,100,0,0,"0","0","N","3",6252,6252,1920,5,950835,141492,"0","3","51","1",0
"760715",4740,33,"03",31,50,NA,"E165",122,920,5,"1D","R3X","0","0","11","C",4880,0,1500,0,0,0,0,40,123,0,0,"0","0","Y","5",1491,1491,1920,5,950397,141304,"0","3","51","1",0
"760716",4740,46,"03",31,50,NA,"E165",122,920,5,"1D","R3X","0","0","11","C",5017,0,1500,0,0,0,0,98,49,0,0,"0","0","Y","5",3103,3103,1920,5,950577,141125,"0","3","51","1",0
"760719",4746,69,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",2800,0,1500,0,0,0,0,56,100,0,0,"0","0","Y","5",2571,2571,1920,5,950958,141017,"0","3","51","1",0
"760720",4746,83,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",4120,0,1500,0,0,0,0,40,100,0,0,"0","0","Y","5",3786,3786,1920,5,951166,141040,"0","3","51","1",0
"760723",4754,81,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",6150,0,1500,1,0,0,0,75,82,0,0,"0","0","N","5",2686,2686,1920,5,952980,141647,"0","3","51","1",0
"760726",4768,1,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",70400,0,1500,0,0,0,0,880,80,0,0,"0","0","N","5",20901,20901,1920,5,953217,141217,"0","3","51","1",0
"760730",4788,11,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","C",24776,0,1500,0,0,0,0,152,166,0,0,"0","0","Y","5",12538,12538,1920,5,952901,140351,"0","3","51","1",0
"760731",4788,200,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","C",12397,0,1500,0,0,0,0,80,172,0,0,"0","0","Y","5",5013,5013,1920,5,953051,140459,"0","3","51","1",0
"760734",4791,85,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","X",1500,0,1500,0,0,0,0,25,60,0,0,"0","0","N","5",120,120,1920,5,952965,140080,"0","3","51","1",0
"760736",4793,15,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",4000,0,1500,0,0,0,0,50,80,0,0,"0","0","N","5",2386,2386,1920,5,951784,140998,"0","3","51","1",0
"760738",4793,102,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","X",7040,0,1500,0,0,0,0,80,88,0,0,"0","0","N","5",3580,3580,1920,5,952126,140441,"0","3","51","1",0
"760739",4802,24,"03",31,50,NA,"E165",122,920,5,"1D","R3X","1","0","11","",310,0,1500,0,0,0,0,5,62,0,0,"0","0","N","8",216,216,1920,5,952922,139888,"0","3","51","1",0
"760740",5212,150,"03",21,51,NA,"",74,23,1," ","PARK","0","0","9","M",606314,0,1500,0,0,0,0,612,733,0,0,"0","0","Y","5",392850,446850,1920,5,944852,136212,"0","1","29","1",0
"760741",5314,7,"03",31,51,NA,"E162",122,920,5,"3C","R3-1","1","0","11","C",2072,0,1500,0,0,0,0,40,74,0,0,"0","0","Y","5",4510,4510,1920,5,943520,134572,"0","3","51","1",0
"760742",5318,100,"03",14,51,NA,"",74,27,4," ","R3-1","1","0","11","C",3778,0,1500,0,0,0,0,45,81,0,0,"0","0","Y","3",8580,8580,1920,5,943726,133310,"0","2","40","1",0
"760743",5318,110,"03",18,51,NA,"",75,26,4," ","R3-1","1","0","11","C",90300,0,1500,0,0,0,0,210,430,0,0,"0","0","N","5",12538,12538,1920,5,943744,133251,"0","1","51","1",0
"760744",5613,98,"03",31,51,NA,"E167",123,800,5,"4C","R3-2","1","0","0","X",200,0,1500,0,0,0,0,20,10,0,0,"0","0","N","5",158,158,1920,5,936685,143046,"0","3","51","0",0
"760745",5784,2,"03",31,51,NA,"E167",123,800,5,"5C","PARK","0","0","9","C",102600,0,1500,0,0,0,0,513,200,0,0,"0","0","N","3",61902,61902,1920,5,931089,140922,"0","3","51","0",0
"760746",5797,205,"03",31,51,NA,"E167",123,800,5,"5C","PARK","0","0","9","C",2000,0,1500,0,0,0,0,20,100,0,0,"0","0","N","5",290,290,1920,5,930559,143287,"0","3","51","0",0
"760747",6351,14,"03",31,51,NA,"E164",123,800,5,"4D","R3X","1","0","11","C",1700,0,1500,0,0,0,0,20,85,0,0,"0","0","Y","5",3223,3223,1920,5,938937,131363,"0","3","51","1",0
"760748",6351,21,"03",31,51,NA,"E164",123,800,5,"4D","R3X","1","0","11","",5300,0,1500,0,0,0,0,87,61,0,0,"0","0","Y","5",9374,9374,1920,5,939067,131457,"0","3","51","1",0
"760749",6373,7,"03",31,51,NA,"E164",123,800,5,"4E","PARK","0","0","9","C",12050,0,1500,0,0,0,0,125.25,100.1,0,0,"0","0","Y","5",1860,1860,1920,5,936237,134642,"0","3","51","0",0
"760750",6403,27,"03",31,51,NA,"E164",123,800,5,"4D","PARK","0","0","9","C",2200,0,1500,0,0,0,0,20,110,0,0,"0","0","N","5",3520,3520,1920,5,936995,131802,"0","3","51","0",0
"760751",6427,15,"03",31,51,NA,"E164",123,800,5,"4E","PARK","0","0","9","C",2000,0,1500,0,0,0,0,20,100,0,0,"0","0","N","5",3400,3400,1920,5,935673,133927,"0","3","51","0",0
"760752",6427,16,"03",31,51,NA,"E164",123,800,5,"4E","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",6447,6447,1920,5,935646,133913,"0","3","51","0",0
"760753",6458,15,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4200,0,1500,0,0,0,0,40,105,0,0,"0","0","Y","5",6567,6567,1920,5,935465,131019,"0","3","51","0",0
"760754",6470,1,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4120,0,1500,0,0,0,0,40,103,0,0,"0","0","Y","5",600,600,1920,5,934250,133499,"0","3","51","0",0
"760755",6505,18,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",600,600,1920,5,934383,132406,"0","3","51","0",0
"760756",6505,35,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",6447,6447,1920,5,934542,132105,"0","3","51","0",0
"760757",6508,35,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",600,600,1920,5,934160,132830,"0","3","51","0",0
"760758",6541,1,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",172200,0,1500,0,0,0,0,300,574,0,0,"0","0","N","3",3055500,3055500,1920,5,933478,130315,"0","3","51","0",0
"760759",6577,44,"03",31,51,NA,"E164",123,800,5,"7C","PARK","0","0","9","C",4100,0,1500,0,0,0,0,41,100,0,0,"0","0","N","5",2791,2791,1920,5,931489,132542,"0","3","51","0",0
"760760",6600,70,"03",31,51,NA,"E164",123,800,5,"7E","PARK","0","0","9","C",12864,0,1500,0,0,0,0,96,134,0,0,"0","0","N","5",30840,30840,1920,5,931964,129128,"0","3","51","0",0
"760761",6662,69,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",4968,0,1500,0,0,0,0,43,106,0,0,"0","0","N","0",10380,10380,1920,5,929826,125549,"0","3","51","0",0
"760762",6662,89,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",5061,0,1500,0,0,0,0,46,113,0,0,"0","0","N","0",10500,10500,1920,5,929694,125364,"0","3","51","0",0
"760763",6662,90,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",5069,0,1500,0,0,0,0,45,113,0,0,"0","0","N","3",10560,10560,1920,5,929654,125387,"0","3","51","0",0
"760764",7132,1,"03",31,51,NA,"E168",123,800,5,"6D","M1-1","1","0","9","X",762000,0,1500,0,0,0,0,330,2400,0,0,"0","0","Y","5",1025100,1025100,1920,5,920988,137290,"0","3","51","0",0
"760765",7365,12,"03",31,51,NA,"L076",123,800,5,"6D","M1-1","1","0","11","X",88000,0,1500,0,0,0,0,460,200,0,0,"0","0","Y","5",1948950,1948950,1920,5,921375,133508,"0","3","51","0",0
"760767",7558,435,"03",31,51,NA,"L076",123,800,5,"8E","PARK","0","0","9","C",1305,0,1500,0,0,0,0,648,2,0,0,"0","0","Y","5",24300,24300,1920,5,921573,129917,"0","3","51","0",0
"760768",7561,15,"03",31,51,NA,"L076",123,800,5,"8E","M1-1","1","0","11","C",3150,0,1500,0,0,0,0,41,56,0,0,"0","0","Y","5",29250,29250,1920,5,920521,128738,"0","3","51","1",0
"760769",7577,69,"03",31,51,NA,"L076",123,800,5,"8E","R3X","1","0","11","",6800,0,1500,0,0,0,0,60,112,0,0,"0","0","N","5",6732,6732,1920,5,919859,129218,"0","3","51","1",0
"760770",7730,60,"03",31,51,NA,"E151",123,800,5,"8C","R3X","1","0","11","C",13189,0,1500,0,0,0,0,109,121,0,0,"0","0","N","5",3052,3052,1920,5,920904,123840,"0","3","51","0",0
"760771",7734,55,"03",31,51,NA,"E151",123,800,5,"8C","R3X","1","0","11","",11900,0,1500,0,0,0,0,23,140,0,0,"0","0","Y","5",192,192,1920,5,920969,124355,"0","3","51","0",0
"760772",7750,9,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",137180,0,1500,0,0,0,0,66,784,0,0,"0","0","Y","3",884700,884700,1920,5,920515,128000,"0","3","51","1",0
"760773",7754,31,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",12000,0,1500,0,0,0,0,120,100,0,0,"0","0","N","5",1860,1860,1920,5,921007,125012,"0","3","51","0",0
"760774",7758,28,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",4536,4536,1920,5,920694,125625,"0","3","51","0",0
"760775",7758,60,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",10609,0,1500,0,0,0,0,108,100,0,0,"0","0","Y","3",10926,10926,1920,5,920947,125168,"0","3","51","0",0
"760776",7761,8,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",6000,0,1500,0,0,0,0,60,100,0,0,"0","0","N","5",2686,2686,1920,5,920852,126006,"0","3","51","0",0
"760777",7763,42,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",2088,2088,1920,5,920457,125866,"0","3","51","0",0
"760778",7766,25,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",6000,0,1500,0,0,0,0,60,100,0,0,"0","0","N","5",2686,2686,1920,5,920343,126764,"0","3","51","0",0
"760779",7768,76,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",2088,2088,1920,5,920012,126178,"0","3","51","0",0
"760780",7770,38,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",2863,2863,1920,5,920315,127193,"0","3","51","0",0
"760781",7771,83,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",6000,0,1500,0,0,0,0,60,100,0,0,"0","0","N","5",108000,108000,1920,5,920018,127263,"0","3","51","0",0
"760782",7771,96,"03",31,51,NA,"E151",123,800,5,"8D","PARK","0","0","9","C",8000,0,1500,0,0,0,0,80,100,0,0,"0","0","N","5",7650,7650,1920,5,919806,127172,"0","3","51","0",0
"760783",8000,10,"03",31,51,NA,"L076",123,800,5,"8E","R3A","1","0","11","X",8273,0,1500,0,0,0,0,46.83,104,0,0,"0","0","Y","5",9081,9081,1920,5,914919,126512,"0","3","51","0",0
"760788",1484,60,"08",2,5,NA,"E044",19,4300,1,"2B","R10","0","0","7","C",5708,0,7664,0,0,0,0,285.42,20,0,0,"0","0","Y","2",153000,202050,1920,1,997841,218397,"0","8","13","1",0
"760789",1487,60,"08",2,5,NA,"E044",19,4300,1,"2B","R10","0","0","7","C",264,0,7664,0,0,0,0,264.42,1,0,0,"0","0","Y","5",142200,187200,1920,1,998280,219064,"0","8","13","1",0
"760791",1957,16,"09",5,9,NA,"E080",26,900,1,"2B","R7-2","0","0","11","X",3320,0,7664,1,0,0,0,46,72.17,0,0,"0","0","N","5",269100,269100,1920,1,997492,236356,"0","9","17","0",0
"760792",334,64,"06",15,39,NA,"E202",76,4100,3,"2C","M2-1","0","0","11","C",1175,0,2064,0,0,0,0,22,44.75,0,0,"0","0","Y","5",51300,51300,1920,3,982223,189201,"0","6","38","1",0
"760793",340,9,"06",15,39,NA,"E202",76,4100,3,"2C","M2-1","0","0","11","C",1825,0,2064,0,0,0,0,25,83,0,0,"0","0","Y","4",61200,61200,1920,3,982352,188943,"0","6","38","1",0
"760802",3916,108,"07",27,19,NA,"",67,53,4," ","R4","0","0","11","",308052,0,1600,0,0,0,0,780,248.35,0,0,"0","0","Y","5",115368,115368,1920,4,1026453,229288,"0","2","45","1",0
"760803",11444,24,"10",27,32,NA,"L173",106,3000,4,"1C","R5","0","0","10","",4000,0,1600,0,0,0,0,20,200,0,0,"0","0","N","4",67050,67050,1920,4,1025403,181848,"0","10","45","1",0
"760804",1,100,"01",31,49,NA,"L078",120,500,5,"2C","C4-2","1","0","11","",12384,0,1500,0,0,0,0,135,322,0,0,"0","0","Y","5",233550,233550,1920,5,963359,172595,"0","1","51","0",0
"760809",2130,200,"02",31,50,NA,"E154",121,800,5,"4D","PARK","0","0","9","C",1342847,0,1500,0,0,0,0,890.83,2200.08,0,0,"0","0","Y","5",246967,246967,1920,5,935744,158157,"0","2","51","1",0
"760810",3545,26,"02",31,50,NA,"E159",122,910,5,"1E","R5","0","0","11","C",2700,0,1500,0,0,0,0,30,90,0,0,"0","0","Y","5",770,770,1920,5,956616,152184,"0","2","51","1",0
"760822",2587,50,"01",7,17,NA,"L029",40,4700,2,"2A","M3-1","0","0","11","",620,0,2001,0,0,0,0,22.69,55.01,0,0,"0","0","Y","5",11700,11700,1920,2,1008915,231386,"0","1","23","1",0
"760823",2608,58,"03",9,16,NA,"L019",42,3500,2,"1B","R6","0","0","11","C",4658,0,2001,0,0,0,0,50,93.22,0,0,"0","0","Y","5",5151,5151,1920,2,1010194,241132,"0","3","22","0",0
"760826",3253,213,"08",10,14,NA,"L046",50,310,2,"1B","R4A","0","0","11","",2125,0,2001,0,0,0,0,25,85,0,0,"0","0","N","5",3206,3206,1920,2,1011774,258663,"0","8","21","0",0
"760832",5570,156,"10",8,13,NA,"E072",45,3220,2,"3C","R4","0","0","11","X",97467,0,2001,0,0,0,0,100,500,0,0,"0","0","Y","5",306540,306540,1920,2,1030632,238233,"0","10","26","0",0
"760833",5625,193,"10",10,13,NA,"",29,15,4," ","","0","0","11","",7272,0,2001,0,0,0,0,21.75,345.5,0,0,"0","0","Y","5",4701,4701,1920,2,1043116,245237,"0","10","25","1",0
"760835",334,61,"06",15,39,NA,"E202",76,4100,3,"2C","M2-1","0","0","11","C",1500,0,2064,0,0,0,0,22,89.75,0,0,"0","0","Y","5",63000,63000,1920,3,982268,189158,"0","6","38","1",0
"760836",340,20,"06",15,39,NA,"E202",76,4100,3,"2C","M2-1","0","0","11","C",4150,0,2064,0,0,0,0,25,100,0,0,"0","0","Y","5",103950,103950,1920,3,982528,188890,"0","6","38","1",0
"760853",3749,34,"05",19,42,NA,"E231",75,5900,3,"1C","M1-4","0","0","11","",3200,0,2064,0,0,0,0,40,80,0,0,"0","0","N","3",76500,76500,1920,3,1011808,182946,"0","5","33","0",0
"760856",4890,153,"17",17,45,NA,"E248",67,5520,3,"2B","R5","0","0","10","",390,0,2064,0,1,0,0,19.5,20,0,0,"0","0","Y","5",276,394,1910,3,999998,176191,"0","17","35","0",0
"760859",6994,21,"13",21,47,NA,"L166",60,9020,3,"2B","M3-1","0","0","11","",4000,0,2064,0,0,0,0,40,100,0,0,"0","0","N","5",83250,83250,1920,3,988117,150556,"0","13","37","1",0
"760861",7247,125,"13",21,47,NA,"E245",60,9020,3,"1C","M3-1","0","0","11","C",190453,0,2064,1,0,0,0,72.67,200,0,0,"0","0","Y","5",307800,307800,1920,3,989935,150744,"0","13","37","1",0
"760862",7636,31,"18",22,45,NA,"L159",63,8810,3,"6E","R5","0","0","11","C",100,0,2064,0,0,0,0,0.25,100,0,0,"0","0","N","8",180,180,1920,3,1000832,166666,"0","18","35","0",0
"760867",324,54,"01",30,26,NA,"E260",114,710,4,"6D","R5","0","0","11","",1101,0,1600,0,0,0,0,11,100.83,0,0,"0","0","N","8",660,660,1920,4,1000900,217382,"0","1","41","0",0
"760871",745,78,"01",30,22,NA,"L117",114,620,4,"5E","R5","0","0","11","",3220,0,1600,0,0,0,0,20.23,161.75,0,0,"0","0","Y","5",5373,5373,1920,4,1010401,216957,"0","1","42","0",0
"760873",1072,53,"03",30,21,NA,"E316",115,610,4,"1C","R3-1","0","0","11","",3800,0,1600,0,0,0,0,40,95,0,0,"0","0","N","5",8060,8060,1920,4,1018852,219551,"0","3","42","0",0
"760876",1701,184,"03",24,21,NA,"E316",115,610,4,"1C","R4","0","0","11","",80,0,1600,0,0,0,0,40,2,0,0,"0","0","N","5",60,60,1920,4,1022357,215566,"0","3","42","0",0
"760879",2280,1550,"08",25,24,NA,"E299",107,1200,4,"3C","PARK","0","0","9","C",136800,0,1600,0,0,0,0,3.14,100,0,0,"0","0","N","3",1004850,1004850,1920,4,1030703,204451,"0","8","43","1",0
"760880",2330,26,"02",30,26,NA,"Q288",108,920,4,"1E","R5","0","0","11","X",50,0,1600,0,0,0,0,10,10,0,0,"0","0","Y","8",450,450,1920,4,1010563,208160,"0","2","41","0",0
"760882",3337,151,"09",28,29,NA,"L143",102,1920,4,"4C","R4-1","0","0","10","",185,0,1600,1,1,0,0,10,18.5,10,20,"0","2","N","6",549,1310,1950,4,1030970,198187,"0","9","46","0",0
"760883",3610,32,"05",24,30,NA,"L135",104,1700,4,"2E","R5B","0","0","10","",1573,0,1600,1,1,0,0,29.5,53.33,0,20,"0","0","N","5",2545,3639,1950,4,1012717,198156,"0","5","46","0",0
"760884",3853,216,"05",24,30,NA,"E319",104,1810,4,"4E","R4A","0","0","11","",767,0,1600,0,0,0,0,20,38.25,0,0,"0","0","N","5",894,894,1920,4,1022169,197813,"0","5","46","0",0
"760885",3960,1,"07",25,19,NA,"E297",109,210,4,"5C","PARK","0","0","9","C",79500,0,1600,0,0,0,0,227,330,0,0,"0","0","Y","5",36127,36127,1920,4,1029220,227550,"0","7","43","1",0
"760888",4788,177,"07",25,20,NA,"L144",109,1310,4,"3E","R2A","0","0","11","",2240,0,1600,0,0,0,0,56,40,0,0,"0","0","N","5",1192,1192,1920,4,1033189,219840,"0","7","43","0",0
"760890",6331,1,"11",26,19,NA,"E306",111,2140,4,"2E","PARK","0","0","9","C",510000,0,1600,0,0,0,0,1020.25,603.17,0,0,"0","0","Y","5",8278200,8278200,1920,4,1052338,217654,"0","11","43","1",0
"760891",7805,7,"11",26,23,NA,"E301",111,2140,4,"5C","R2A","0","0","11","",2000,0,1600,0,0,0,0,20,100,0,0,"0","0","N","5",3748,3748,1920,4,1051867,205478,"0","11","43","0",0
"760892",7966,162,"13",26,23,NA,"L162",105,2160,4,"2D","R2A","0","0","11","",1320,0,1600,0,0,0,0,39.83,33,0,0,"0","0","Y","5",973,973,1920,4,1060028,205513,"0","13","43","0",0
"760893",8092,65,"11",26,19,NA,"E313",111,2150,4,"4C","PARK","0","0","9","C",48470,0,1600,0,0,0,0,262,185,0,0,"0","0","Y","5",2254050,2254050,1920,4,1054240,218348,"0","11","43","1",0
"760894",8112,170,"11",26,19,NA,"E313",111,2150,4,"4C","PARK","0","0","9","",45500,0,1600,0,0,0,0,156,238.08,0,0,"0","0","Y","5",21392,21392,1920,4,1055762,219082,"0","11","43","0",0
"760897",8839,141,"09",27,30,NA,"E293",102,2500,4,"2C","R3-1","0","0","11","",2250,0,1600,0,0,0,0,25,90,0,0,"0","0","N","5",7080,7080,1920,4,1021308,191773,"0","9","45","0",0
"760898",9184,36,"09",27,32,NA,"L143",102,2600,4,"3E","R4A","0","0","11","",3047,0,1600,0,0,0,0,30.33,100,0,0,"0","0","N","5",8060,8060,1920,4,1027339,193418,"0","9","45","0",0
"760899",9445,8,"09",28,28,NA,"Q270",102,2710,4,"4E","M1-1","0","0","11","X",19600,0,1600,0,0,0,0,175,112,0,0,"0","0","N","5",386100,386100,1920,4,1034211,192847,"0","9","45","0",0
"760900",10730,35,"13",29,23,NA,"L162",105,2910,4,"2E","R3-2","0","0","11","",2000,0,1600,0,0,0,0,20,100,0,0,"0","0","N","5",4178,4178,1920,4,1057671,202306,"0","13","44","0",0
"760902",11408,9,"10",27,32,NA,"E331",106,3000,4,"1C","PARK","0","0","9","C",365,0,1600,0,0,0,0,7.7,64.09,0,0,"0","0","Y","8",300,300,1920,4,1027470,183727,"0","10","45","0",0
"760903",11455,16,"10",27,32,NA,"L173",106,3000,4,"1C","R4","0","0","9","C",14570,0,1600,0,0,0,0,121.42,120,0,0,"0","0","N","3",212400,212400,1920,4,1023741,180562,"0","10","45","1",0
"760904",11651,23,"10",27,28,NA,"L126",106,3220,4,"3E","R3-2","0","0","11","",2500,0,1600,0,0,0,0,25,100,0,0,"0","0","N","5",2984,2984,1920,4,1035555,186812,"0","10","45","0",0
"760905",12582,29,"12",28,31,NA,"L155",113,3532,4,"7D","R2","0","0","10","",3160,0,1600,0,0,0,0,35.5,89,0,0,"0","0","Y","5",66600,66600,1920,4,1049528,184405,"0","12","44","0",0
"760906",13150,16,"13",29,31,NA,"L158",105,3531,4,"8C","R2","0","0","11","",2000,0,1600,0,0,0,0,20,100,0,0,"0","0","N","5",3939,3939,1920,4,1053558,183579,"0","13","44","0",0
"760907",13925,246,"10",27,32,NA,"L173",106,3000,3," ","R3-2","0","0","9","C",18050,0,1600,0,0,0,0,196,51,0,0,"0","0","N","5",263700,263700,1920,4,1023082,179048,"0","11","45","1",0
"760908",14228,851,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","11","C",1645,0,1600,0,0,0,0,47,35,0,0,"0","0","Y","5",439,439,1920,4,1031250,178360,"0","10","45","1",0
"760909",14228,1029,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","11","C",1960,0,1600,0,0,0,0,28,70,0,0,"0","0","Y","5",1491,1491,1920,4,1031229,178067,"0","10","45","1",0
"760910",14234,503,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","11","C",2560,0,1600,0,0,0,0,40,64,0,0,"0","0","Y","5",894,894,1920,4,1031543,178654,"0","10","45","1",0
"760911",14234,525,"10",27,32,NA,"L173",106,3611,4,"4E","R3A","1","0","11","",2520,0,1600,0,0,0,0,28,90,0,0,"0","0","Y","5",664,664,1920,4,1031570,178943,"0","10","45","1",0
"760914",15100,450,"84",24,32,NA,"",72,31,4," ","PARK","0","0","9","X",350000,0,1600,0,0,0,0,7653,45,0,0,"0","0","Y","5",11943450,11943450,1920,4,1031107,171984,"0","12","42","1",0
"760916",15700,30,"14",28,31,NA,"",59,81,3," ","R2","0","0","11","C",4080,0,1600,0,0,0,0,102,40,0,0,"0","0","Y","5",441,441,1920,4,1048359,161330,"0","14","41","1",0
"760917",15728,80,"14",27,31,NA,"",62,63,3," ","R2","0","0","11","C",18900,0,1600,0,0,0,0,300,63,0,0,"0","0","Y","5",11522,11522,1920,4,1048034,160521,"0","8","45","1",0
"760919",15962,19,"14",27,31,NA,"E265",101,3800,4,"2E","R4-1","0","0","11","C",14824,0,1600,0,0,0,0,157.38,95.76,0,0,"0","0","N","5",11335,11335,1920,4,1046450,158045,"0","14","45","1",0
"760921",16005,1,"14",27,31,NA,"L121",100,3800,4,"2E","R4-1","0","0","10","",20000,0,1600,0,0,0,0,200,100,0,0,"0","0","N","3",317250,317250,1920,4,1041854,157308,"0","14","45","1",0
"760922",16054,1,"14",25,31,NA,"",68,74,3," ","R4-1","0","0","11","C",8000,0,1600,0,0,0,0,80,100,0,0,"0","0","Y","5",840,840,1920,4,1039068,157603,"0","81","43","1",0
"760923",16100,175,"14",27,31,NA,"L121",100,3700,4,"2C","M1-1","0","0","11","C",25925,0,1600,0,0,0,0,85,415,0,0,"0","0","Y","5",452250,452250,1920,4,1038201,154774,"0","14","45","1",0
"760926",16103,140,"14",27,31,NA,"L121",100,3700,4,"2C","M1-1","0","0","11","C",285000,0,1600,0,0,0,0,490,50,0,0,"0","0","Y","5",2381850,2381850,1920,4,1037623,155091,"0","14","45","1",0
"760927",16287,150,"14",25,32,NA,"",66,8,4," ","R1-2","0","0","11","C",147600,0,1600,0,0,0,0,492.58,300,0,0,"0","0","N","5",303240,303240,1920,4,1022690,149603,"0","84","42","1",0
"760928",33,15,"01",31,49,NA,"L078",120,400,5,"2C","R5","1","0","11","X",3075,0,1500,0,0,0,0,25,125,0,0,"0","0","Y","5",77850,77850,1920,5,961295,171287,"0","1","51","0",0
"760929",35,104,"01",31,49,NA,"L078",120,400,5,"2C","R3A","1","0","10","",2500,0,1500,0,0,0,0,25,100,0,0,"0","0","N","5",27000,27000,1920,5,960905,171379,"0","1","51","0",0
"760930",576,21,"01",31,49,NA,"L078",120,500,5,"1E","R3-2","1","0","11","",3000,0,1500,0,0,0,0,40,75,0,0,"0","0","N","5",5922,5922,1920,5,960757,170605,"0","1","51","0",0
"760937",835,145,"02",31,50,NA,"E160",122,600,5,"3D","R1-1","1","0","11","",77621,0,1500,0,0,0,0,86,258,0,0,"0","0","Y","5",177,177,1920,5,957488,159789,"0","2","51","0",0
"760938",865,100,"02",31,50,NA,"E160",122,600,5,"3D","PARK","0","0","9","C",29784,0,1500,0,0,0,0,219,217.77,0,0,"0","0","Y","5",34698,34698,1920,5,955290,157917,"0","2","51","0",0
"760939",871,20,"02",31,50,NA,"E160",122,600,5,"3D","R1-1","1","0","11","",23500,0,1500,0,0,0,0,159,174,0,0,"0","0","Y","5",29236,29236,1920,5,955605,155593,"0","2","51","0",0
"760942",939,450,"02",31,50,NA,"L085",122,600,5,"2C","PARK","0","0","9","C",15373,0,1500,0,0,0,0,100,260,0,0,"0","0","Y","5",35557,35557,1920,5,949277,150660,"0","2","51","0",0
